@relation sms_spam_proiektua-weka.filters.supervised.instance.Resample-B0.0-S50-Z80.0-no-replacement

@attribute Text string
@attribute class_label {ham,spam}

@data
'Don\'t worry, * is easy once have ingredients!',ham
'I\'m already back home so no probably not',ham
'HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG',ham
'I lost 4 pounds since my doc visit last week woot woot! Now I\'m gonna celebrate by stuffing my face!',ham
'Its sunny in california. The weather\'s just cool',ham
'They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.',ham
'I\'m at home. Please call',ham
'Jay told me already, will do',ham
'What pa tell me.. I went to bath:-)',ham
'Yeah, probably earlier than that',ham
'Joy\'s father is John. Then John is the NAME of Joy\'s father. Mandan',ham
'Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...',ham
'A little. Meds say take once every 8 hours. It\'s only been 5 but pain is back. So I took another. Hope I don\'t die',ham
'Joy\'s father is John. Then John is the NAME of Joy\'s father. Mandan',ham
'cool. We will have fun practicing making babies!',ham
'Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..',ham
'Yup... I havent been there before... You want to go for the yoga? I can call up to book',ham
'Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..',ham
'I\'m freezing and craving ice. Fml',ham
'Well its not like you actually called someone a punto. That woulda been worse.',ham
'Thanks for looking out for me. I really appreciate.',ham
'Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.',ham
'The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo\'s numbers, ill appreciate. Safe',ham
'K do I need a login or anything',ham
'He has lots of used ones babe, but the model doesn\'t help. Youi have to bring it over and he\'ll match it up',ham
'Pls pls find out from aunt nike.',ham
'HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX',ham
'Ü got wat to buy tell us then ü no need to come in again.',ham
'Lmao. Take a pic and send it to me.',ham
'Shall i ask one thing if you dont mistake me.',ham
'Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe',ham
'Happy birthday... May u find ur prince charming soon n dun work too hard...',ham
'Yeah I don\'t see why not',ham
'Ok i\'ve sent u da latest version of da project.',ham
'Apps class varaya elaya.',ham
'Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x',ham
'Ask g or iouri, I\'ve told the story like ten times already',ham
'By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x',ham
'I donno its in your genes or something',ham
'U sure u can\'t take any sick time?',ham
'You are a big chic. Common. Declare',ham
'Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:',ham
'Ok set let u noe e details later...',ham
'Bring home some Wendy =D',ham
'Fyi I\'m taking a quick shower, be at epsilon in like  &lt;#&gt;  min',ham
'I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.',ham
'Why you keeping me away like this',ham
'We have pizza if u want',ham
'Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*',ham
'Keep my payasam there if rinu brings',ham
'We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx',ham
'Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing',ham
'Yes i thought so. Thanks.',ham
'Sorry i\'m not free...',ham
'Asking do u knw them or nt? May be ur frnds or classmates?',ham
'New car and house for my parents.:)i have only new job in hand:)',ham
'Long beach lor. Expected... U having dinner now?',ham
'Beautiful Truth against Gravity.. Read carefully: \'Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\' GOODMORNING',ham
'Did u fix the teeth?if not do it asap.ok take care.',ham
'As per your request \'Melle Melle (Oru Minnaminunginte Nurungu Vettam)\' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune',ham
'And I don\'t plan on staying the night but I prolly won\'t be back til late',ham
'Not course. Only maths one day one chapter with in one month we can finish.',ham
'Aight, lemme know what\'s up',ham
'I didnt get anything da',ham
'Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...',ham
'Yup no more already... Thanx 4 printing n handing it up.',ham
'X2  &lt;#&gt; . Are you going to get that',ham
'Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?',ham
'Don\'t forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.',ham
'Beautiful Truth against Gravity.. Read carefully: \'Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\' GOOD NIGHT',ham
'Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...',ham
'Congrats. That\'s great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing',ham
'How much she payed. Suganya.',ham
'The new deus ex game comin early next yr',ham
'Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola',ham
'Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.',ham
'You will go to walmart. I.ll stay.',ham
'I might go 2 sch. Yar at e salon now v boring.',ham
'Ok can...',ham
'So wat\'s da decision?',ham
'Have you not finished work yet or something?',ham
'Umma my life and vava umma love you lot dear',ham
'Bbq this sat at mine from 6ish. Ur welcome 2 come',ham
'Today am going to college so am not able to atten the class.',ham
'Nan sonathaya soladha. Why boss?',ham
'I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book',ham
'I\'ll be in sch fr 4-6... I dun haf da book in sch... It\'s at home...',ham
'You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i\'ve ever met. Why would i think a picture of your room would hurt you, make you feel violated.',ham
'DO NOT B LATE LOVE MUM',ham
'Company is very good.environment is terrific and food is really nice:)',ham
'You still at grand prix?',ham
'\'CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\'',ham
'Aight, text me tonight and we\'ll see what\'s up',ham
'Yes there were many sweets',ham
'Ü go home liao? Ask dad to pick me up at 6...',ham
'Water logging in desert. Geoenvironmental implications.',ham
'Honeybee Said: *I\'m d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)',ham
'Badrith is only for chennai:)i will surely pick for us:)no competition for him.',ham
'Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday',ham
'When should I come over?',ham
'Hmm well, night night',ham
'Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...',ham
'Home so we can always chat',ham
'Thanks for picking up the trash.',ham
'Uncle G, just checking up on you. Do have a rewarding month',ham
'That is wondar full flim.',ham
'I cant pick the phone right now. Pls send a message',ham
'Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...',ham
'Call to the number which is available in appointment. And ask to connect the call to waheed fathima.',ham
'Alright, see you in a bit',ham
'Hello baby, did you get back to your mom\'s ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*',ham
'My uncles in Atlanta. Wish you guys a great semester.',ham
'Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?',ham
'I sent them. Do you like?',ham
'We stopped to get ice cream and will go back after',ham
'And that\'s fine, I got enough bud to last most of the night at least',ham
'Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...',ham
'Sorry for the delay. Yes masters',ham
'This is my number by vivek..',ham
'I told that am coming on wednesday.',ham
'Am I the only one who doesn\'t stalk profiles?',ham
'Anything lor is she coming?',ham
'No message..no responce..what happend?',ham
'I went to project centre',ham
'Haha... Hope ü can hear the receipt sound... Gd luck!',ham
'This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.',ham
'FR\'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)',ham
'K..i deleted my contact that why?',ham
'Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams',ham
'Isn\'t frnd a necesity in life? imagine urself witout a frnd.. hw\'d u feel at ur colleg? wat\'ll u do wth ur cell? wat abt functions? thnk abt events espe\'ll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING',ham
'Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..',ham
'True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.',ham
'Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)',ham
'Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.',ham
'S s..first time..dhoni rocks...',ham
'I\'m home. Doc gave me pain meds says everything is fine.',ham
'that would be good … I\'ll phone you tomo lunchtime, shall I, to organise something?',ham
'Holy living christ what is taking you so long',ham
'Check with nuerologist.',ham
'Are you going to wipro interview today?',ham
'Ok thanx...',ham
'Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night',ham
'Its a part of checking IQ',ham
'If u dun drive then how i go 2 sch.',ham
'How much would it cost to hire a hitman',ham
'Wat r u doing now?',ham
'Pls send me the correct name da.',ham
Thanx...,ham
'Hi its in durban are you still on this number',ham
'What I\'m saying is if you haven\'t explicitly told nora I know someone I\'m probably just not gonna bother',ham
'What * u wearing?',ham
'I reach home safe n sound liao...',ham
'said kiss, kiss, i can\'t do the sound effects! He is a gorgeous man isn\'t he! Kind of person who needs a smile to brighten his day!',ham
'I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like',ham
'Howz pain?hope u r fine..',ham
'Are you still getting the goods.',ham
'K tell me anything about you.',ham
'… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \'',ham
'Then dun wear jeans lor...',ham
'You still around? Looking to pick up later',ham
'Why she wants to talk to me',ham
'Customer place, i wil cal u sir.',ham
'have you ever had one foot before?',ham
'Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?',ham
'Oh ho. Is this the first time u use these type of words',ham
'Fuck cedar key and fuck her (come over anyway tho)',ham
'Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.',ham
'Ta-Daaaaa! I am home babe, are you still up ?',ham
'Haf u found him? I feel so stupid da v cam was working.',ham
'Guai... Ü shd haf seen him when he\'s naughty... Ü so free today? Can go jogging...',ham
'MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*',ham
'If i said anything wrong sorry de:-)',ham
'Nah, Wednesday. When should I bring the mini cheetos bag over?',ham
'2mro i am not coming to gym machan. Goodnight.',ham
'I not busy juz dun wan 2 go so early.. Hee..',ham
'Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.',ham
'So do you have samus shoulders yet',ham
'Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.',ham
'Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it\'s more toot than b4 so b prepared. Now wat shall i eat?',ham
'Ok then no need to tell me anything i am going to sleep good night',ham
'Hey... What time is your driving on fri? We go for evaluation on fri?',ham
'I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I\'ll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)',ham
'Well done and ! luv ya all',ham
'I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?',ham
'Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much',ham
'I\'m back, lemme know when you\'re ready',ham
'Hey check it da. I have listed da.',ham
'Unless it\'s a situation where YOU GO GURL would be more appropriate',ham
'Lol its ok I didn\'t remember til last nite',ham
'Joy\'s father is John. Then John is the ____ of Joy\'s father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.',ham
'Ok thanx...',ham
'Aight what time you want me to come up?',ham
'I will come to ur home now',ham
'Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex',ham
'Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?',ham
'Dear where you. Call me',ham
'\'CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO\'',ham
'Yeah, where\'s your class at?',ham
'They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.',ham
'Pity, * was in mood for that. So...any other suggestions?',ham
'Oh yes I can speak txt 2 u no! Hmm. Did u get  email?',ham
'7 at esplanade.. Do ü mind giving me a lift cos i got no car today..',ham
'Oh really?? Did you make it on air? What\'s your talent?',ham
'I can probably come by, everybody\'s done around  &lt;#&gt;  right?',ham
'Erutupalam thandiyachu',ham
'Umma. Did she say anything',ham
'How are you. Its been ages. How\'s abj',ham
'I have 2 docs appointments next week.:/ I\'m tired of them shoving stuff up me. Ugh why couldn\'t I have had a normal body?',ham
'I just really need shit before tomorrow and I know you won\'t be awake before like 6',ham
'Pls tell nelson that the bb\'s are no longer comin. The money i was expecting aint coming',ham
'great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)',ham
'Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........',ham
'Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..',ham
'Then we wait 4 u lor... No need 2 feel bad lar...',ham
Yup...,ham
'S.s:)i thinl role is like sachin.just standing. Others have to hit.',ham
'Goodmorning, Today i am late for  &lt;#&gt; min.',ham
'I\'m in class. Will holla later',ham
'I know a few people I can hit up and fuck to the yes',ham
'Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!',ham
'Sorry,in meeting I\'ll call later',ham
'Aight I\'ll grab something to eat too, text me when you\'re back at mu',ham
'Night night, see you tomorrow',ham
'That\'s fine, have him give me a call if he knows what he wants or has any questions',ham
'Am also doing in cbe only. But have to pay.',ham
'Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx',ham
'Have your lunch and come quickly and open the door:)',ham
'Yes. They replied my mail. I\'m going to the management office later. Plus will in to bank later also.or on wednesday.',ham
'Sorry, I\'ll call later',ham
'In sch but neva mind u eat 1st lor..',ham
'No. I dont want to hear anything',ham
'Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I\'ll text you',ham
'Cos darren say ü considering mah so i ask ü...',ham
'Oh did you charge camera',ham
'I\'m wif him now buying tix lar...',ham
'Oh for fuck\'s sake she\'s in like tallahassee',ham
'Actually I decided I was too hungry so I haven\'t left yet :V',ham
'I see a cup of coffee animation',ham
'Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?',ham
'Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.',ham
'Hey they r not watching movie tonight so i\'ll prob b home early...',ham
'I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love',ham
'Yeah, give me a call if you\'ve got a minute',ham
'Wif my family booking tour package.',ham
Ok...,ham
'Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply',ham
'Not yet had..ya sapna aunty manege y\'day hogidhe..chinnu full weak and swalpa black agidhane..',ham
'How would my ip address test that considering my computer isn\'t a minecraft server',ham
'No..its ful of song lyrics..',ham
'Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with',ham
'I don\'t know, same thing that\'s wrong everyso often, he panicks starts goin on bout not bein good enough …',ham
'I\'m home...',ham
'Too late. I said i have the website. I didn\'t i have or dont have the slippers',ham
'Good morning princess! How are you?',ham
'Ya, i\'m referin to mei\'s ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...',ham
'Sorry, I\'ll call later',ham
'Awesome, I remember the last time we got somebody high for the first time with diesel :V',ham
'Hahaha..use your brain dear',ham
'I\'m thinking that chennai forgot to come for auction..',ham
'I wil be there with in  &lt;#&gt;  minutes. Got any space',ham
'Goodnight, sleep well da please take care pa. Please.',ham
'when you and derek done with class?',ham
'Me too. Mark is taking forever to pick up my prescription and the pain is coming back.',ham
'He\'s just gonna worry for nothing. And he won\'t give you money its no use.',ham
'K... Must book a not huh? so going for yoga basic on sunday?',ham
'Morning only i can ok.',ham
'Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\'',ham
'They will pick up and drop in car.so no problem..',ham
'Call me when you/carlos is/are here, my phone\'s vibrate is acting up and I might not hear texts',ham
'How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem',ham
'&lt;#&gt;  am I think? Should say on syllabus',ham
'Why did I wake up on my own &gt;:(',ham
'But we havent got da topic yet rite?',ham
'Ok anyway no need to change with what you said',ham
'I‘m parked next to a MINI!!!! When are you coming in today do you think?',ham
'Are you there in room.',ham
'Sorry, I\'ll call later',ham
'I\'ve reached already.',ham
'Found it, ENC  &lt;#&gt; , where you at?',ham
'Yar else i\'ll thk of all sorts of funny things.',ham
'Ü dun wan to watch infernal affair?',ham
'Missed your call cause I was yelling at scrappy. Miss u. Can\'t wait for u to come home. I\'m so lonely today.',ham
'I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop',ham
'No i am not having not any movies in my laptop',ham
'But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.',ham
'Take something for pain. If it moves however to any side in the next 6hrs see a doctor.',ham
'Great. So should i send you my account number.',ham
'Do u noe wat time e place dat sells 4d closes?',ham
'What part of \'don\'t initiate\' don\'t you understand',ham
'Great comedy..cant stop laughing da:)',ham
'Arun can u transfr me d amt',ham
'Are you in castor? You need to see something',ham
'Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?',ham
'I dont thnk its a wrong calling between us',ham
'Yes when is the appt again?',ham
'Oh, then your phone phoned me but it disconnected',ham
'Y de asking like this.',ham
'K...k...when will you give treat?',ham
'He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?',ham
'Yeah I should be able to, I\'ll text you when I\'m ready to meet up',ham
'I uploaded mine to Facebook',ham
'Lol ... I knew that .... I saw him in the dollar store',ham
'Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear',ham
'Kent vale lor... Ü wait 4 me there ar?',ham
'Sorry,  in meeting I\'ll call you later',ham
'No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u',ham
'I wont get concentration dear you know you are my mind and everything :-)',ham
'E admin building there? I might b slightly earlier... I\'ll call u when i\'m reaching...',ham
'So when do you wanna gym?',ham
'See? I thought it all through',ham
'\'The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\', Gud night....',ham
'Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)',ham
'When you get free, call me',ham
'Still in the area of the restaurant. Ill try to come back soon',ham
'Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.',ham
'Mmm so yummy babe ... Nice jolt to the suzy',ham
'Anyway seriously hit me up when you\'re back because otherwise I have to light up with armand and he always has shit and/or is vomiting',ham
'She told to hr that he want posting in chennai:)because i\'m working here:)',ham
'The wine is flowing and i\'m i have nevering..',ham
'We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!',ham
'Easy mate, * guess the quick drink was bit ambitious.',ham
'HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX',ham
'Yup... From what i remb... I think should be can book...',ham
'Sorry I flaked last night, shit\'s seriously goin down with my roommate, what you up to tonight?',ham
'Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate',ham
'This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age',ham
'Only saturday and sunday holiday so its very difficult:)',ham
'Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:',ham
'I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.',ham
'Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea',ham
'Enjoy ur life. . Good night',ham
'Tension ah?what machi?any problem?',ham
'What year. And how many miles.',ham
'Or ü go buy wif him then i meet ü later can?',ham
'If you ask her or she say any please message.',ham
'Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................',ham
'ELLO BABE U OK?',ham
'K. Did you call me just now ah?',ham
'K da:)how many page you want?',ham
'Shall i get my pouch?',ham
'Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june.',ham
'You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days',ham
'What\'s up bruv, hope you had a great break. Do have a rewarding semester.',ham
'i cant talk to you now.i will call when i can.dont keep calling.',ham
'Ofcourse I also upload some songs',ham
'Good Morning my Dear........... Have a great &amp; successful day.',ham
'Convey my regards to him',ham
'U so lousy, run already come back then half dead... Hee...',ham
'Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.',ham
'I anything lor...',ham
Anytime...,ham
'Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!',ham
'Great! I shoot big loads so get ready!',ham
'Where are you ? What do you do ? How can you stand to be away from me ? Doesn\'t your heart ache without me ? Don\'t you wonder of me ? Don\'t you crave me ?',ham
'Yo, you gonna still be in stock tomorrow/today? I\'m trying to get a dubsack',ham
'No message..no responce..what happend?',ham
'Awesome, I\'ll see you in a bit',ham
'I want snow. It\'s just freezing and windy.',ham
'We are okay. Going to sleep now. Later',ham
'Crucify is c not s. You should have told me earlier.',ham
'I\'m gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?',ham
'My love ... I hope your not doing anything drastic. Don\'t you dare sell your pc or your phone ...',ham
'I sent lanre fakeye\'s Eckankar details to the mail box',ham
'I tot u reach liao. He said t-shirt.',ham
'Ok lor... But buy wat?',ham
'In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8',ham
'Sorry, I\'ll call later in meeting any thing related to trade please call Arul. &lt;#&gt;',ham
'Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx',ham
'Jus finish bathing...',ham
'In work now. Going have in few min.',ham
'The table\'s occupied, I\'m waiting by the tree',ham
'And how you will do that, princess? :)',ham
'What you doing?how are you?',ham
'I like to think there\'s always the possibility of being in a pub later.',ham
'Yup next stop.',ham
'There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..',ham
'K..u also dont msg or reply to his msg..',ham
'Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there\'s nt much lesson to go if we attend kb on sat...',ham
'Yo we are watching a movie on netflix',ham
'I accidentally deleted the message. Resend please.',ham
'Hmm thinking lor...',ham
'I dont have any of your file in my bag..i was in work when you called me.i \'ll tell you if i find anything in my room.',ham
'Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone\'s smile makes us to forget time gud noon',ham
'Oh just getting even with u.... u?',ham
'Yup... How ü noe leh...',ham
'My uncles in Atlanta. Wish you guys a great semester.',ham
'Yes but I don\'t care cause I know its there!',ham
'What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i\'m picking her up at ard 4 smth lor..',ham
'Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..',ham
'Oh thanks a lot..i already bought 2 eggs ..',ham
'Do u knw dis no. &lt;#&gt; ?',ham
';-) ok. I feel like john lennon.',ham
'Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can\'t settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.',ham
'Painful words- \'I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..\'',ham
'I\'m in solihull, | do you want anything?',ham
'I\'m in a movie. Call me 4 wat?',ham
'Where you. What happen',ham
'Leave it. U will always be ignorant.',ham
'MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN\'T BE A PROBLEM.',ham
'Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.',ham
'Come by our room at some point so we can iron out the plan for this weekend',ham
'What happen to her tell the truth',ham
'Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.',ham
'Sorry pa, i dont knw who ru pa?',ham
'In da car park',ham
'Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is',ham
'Love isn\'t a decision, it\'s a feeling. If we could decide who to love, then, life would be much simpler, but then less magical',ham
'Okie.. Thanx..',ham
'Good Morning my Dear Shijutta........... Have a great &amp; successful day.',ham
'Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being \'SIMPLE\' is very difficult...;-) :-)',ham
'\'I;m reaching in another 2 stops.\'',ham
'I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob',ham
'Wife.how she knew the time of murder exactly',ham
'\'What are youdoing later? Sar xxx\'',ham
'No..he joined today itself.',ham
'Boo what time u get out? U were supposed to take me shopping today. :(',ham
'I didnt get ur full msg..sometext is missing, send it again',ham
'On the road so cant txt',ham
'Dunno leh cant remember mayb lor. So wat time r we meeting tmr?',ham
'Okay. I\'ve seen it. So i should pick it on friday?',ham
'One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..',ham
'Yes... I trust u to buy new stuff ASAP so I can try it out',ham
'either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.',ham
'Oh is it? Send me the address',ham
'Ok. So april. Cant wait',ham
'I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*',ham
'ok....take care.umma to you too...',ham
'Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...',ham
'It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke',ham
'Then what about further plan?',ham
'Still otside le..u come 2morrow maga..',ham
